20.8446954304	40.6325591916	86.9648652237	1
54.6981586512	-6.48953505711	21.461798762	1
18.5184829907	36.5153124841	79.7905280127	1
41.0553484739	51.6328457586	43.0524013932	1
10.4248814499	63.6594933777	20.1719125159	1
34.4453677448	17.9425911221	61.6504089525	1
26.546392487	11.9882722192	17.3169289276	1
35.8816361146	34.9285754314	51.6669454622	1
7.90484010716	37.9857680591	82.2540227276	1
53.4994678837	32.8244338406	13.9696795021	1
21.3482102666	36.9601042711	33.239311602	1
44.180315047	21.1463960731	70.2239638991	1
17.8453985264	21.0860699076	77.1790422464	1
26.5044095312	74.9015144087	18.1562582356	1
37.4870696058	57.4673805818	24.7915754022	1
56.6494658589	30.5531715112	16.0668399448	1
21.4406643118	49.1238951439	35.9694606034	1
46.2869715354	68.3280731181	93.0801452025	1
61.5245252248	45.8990449552	4.54293906864	1
15.6261289873	32.2125288923	93.3776631681	1
44.8025890046	30.0678683208	80.5032257855	1
25.3386821734	73.3428563623	80.1429624576	1
24.4760796648	-4.89858555601	70.9192883766	1
52.366471094	6.7454860261	38.1831481373	1
42.8213823229	29.1710008029	61.3064300528	1
56.9048628828	8.19403951914	39.8312748832	1
59.0196165296	-8.96929250601	32.1519735057	1
29.1768870159	52.0526521674	48.155493246	1
49.3432838056	35.9373474663	25.7505049491	1
30.6875598216	26.8483801537	97.037406391	1
37.2187335682	60.7092199797	4.63038314644	1
44.9160602554	26.1467718311	63.2532320268	1
23.1146778954	9.17233236867	88.6693060329	1
-14.3006132715	46.2823570196	42.745811988	1
1.18229753056	-9.41807877777	24.7027179312	1
9.77247076841	7.0693662276	16.2244644605	1
-7.7615621297	64.8014279589	38.1490843843	1
4.62186088344	27.9808397661	21.2466305698	1
24.8530556373	57.0072733557	73.7041055201	1
42.4410439118	57.1815136498	38.2429359505	1
48.3974539056	49.7618289371	0.226228386931	1
-0.0388431016352	2.91646418628	82.7216265028	1
2.3639747626	33.2702158524	96.867563512	1
36.9486318786	57.9650609605	46.5695186458	1
6.27602456874	15.1863193693	49.1689992786	1
20.5017195648	1.21361365204	54.1595844258	1
0.259730545391	29.6371815617	15.0406579425	1
5.84604038216	40.9310691354	49.3001501252	1
39.9317015065	3.59034681632	32.7234833898	1
71.7358902341	15.3486437837	75.731922765	1
44.2617262184	37.0767760204	84.3891502975	1
52.1271107611	47.0616703402	97.9735121584	1
21.6230959037	-12.9193785461	54.3685334463	1
3.0441907476	40.8935878768	65.4277868685	1
61.3286256312	27.700666147	18.2288926988	1
9.19731523669	-1.58112005722	55.4207806419	1
33.0267647386	14.0701055762	7.15341894668	1
52.8176144901	15.7030145634	36.3755314711	1
15.4546191711	26.1487440192	93.0658458958	1
30.8557619872	35.5166640349	40.4831813233	1
13.1318037508	21.5596005851	25.7453850452	1
20.387086139	7.13284997084	84.3479107497	1
9.64625831055	20.2746833927	36.973045223	1
8.65509012803	-8.16519813636	40.2190943721	1
20.0567997855	-10.6082675142	20.2133470296	1
26.8008393135	-8.1095410325	11.299525919	1
13.9033379678	50.2001392099	9.5308200469	1
-1.70919259198	68.8922304696	75.0569498553	1
22.2937347285	49.6588093198	19.8935724999	1
3.87226615119	31.01679112	12.2142279425	1
19.3313058206	39.4561749292	77.2631499327	1
72.543873444	24.9231347304	52.0520226198	1
18.0988323382	45.3595393285	66.7396100934	1
44.8315593975	23.7296916291	58.9239507917	1
3.53221769561	56.1899902877	54.3123849935	1
43.252745727	62.0886017784	19.958512974	1
13.2585846036	15.2898787874	75.7187326598	1
27.0927858659	32.4001528885	44.9607059929	1
29.5592998166	-1.63166039968	81.6553497592	1
17.8257132744	15.8893791768	81.855862326	1
25.034711759	1.19056257063	22.4954140252	1
26.6345609845	26.142635024	99.7150414052	1
35.4412789281	51.8571404459	54.1939476162	1
2.14364659806	26.5129101592	53.0475139477	1
