4.333280000000000000e+05	1.000000000000000000e+00	9.399999999999999467e-01	8.100000000000000533e-01	5.660000000000000142e+00	1.771999999999999886e+01	4.660000000000000142e+00	2.330000000000000071e+01	8.199999999999999512e-01	7.800000000000000266e-01	5.089999999999999858e+00	2.389000000000000057e+01	4.750000000000000000e+00	2.905000000000000071e+01	1.593700000000000000e+04	1.016000000000000000e+03	8.617000000000000000e+03	1.100000000000000000e+01	6.910000000000000142e+00	6.632125000000000000e+06	4.831750000000000000e+05	6.690000000000000391e+00	4.063000000000000256e+01	9.300000000000000488e-01	2.600000000000000089e-01	4.483198990000000224e+06	1.079864988000000082e+07	1.888199999999999932e+02	7.202569999999999709e+03
4.851336000000000000e+06	1.000000000000000000e+00	2.709999999999999964e+00	4.299999999999999933e-01	7.199999999999999734e-01	3.310000000000000053e+00	1.270000000000000018e+00	3.629999999999999893e+00	1.469999999999999973e+00	1.199999999999999956e-01	2.700000000000000178e-01	6.879999999999999893e+00	9.599999999999999645e-01	4.990000000000000213e+00	4.810000000000000000e+02	1.090000000000000000e+02	4.780000000000000000e+02	0.000000000000000000e+00	7.820000000000000284e+00	2.577690000000000000e+05	4.607200000000000000e+04	1.860000000000000098e+00	9.279999999999999361e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.419257470000000205e+06	5.673096750000000000e+06	3.184139999999999873e+03	8.995814999999999418e+04
6.424168000000000000e+06	1.000000000000000000e+00	2.259999999999999787e+00	2.300000000000000100e-01	1.700000000000000122e-01	2.310000000000000053e+00	1.330000000000000071e+00	1.590000000000000080e+00	1.400000000000000133e-01	2.000000000000000042e-02	2.000000000000000042e-02	8.699999999999999956e-01	3.300000000000000155e-01	1.260000000000000009e+00	1.300000000000000000e+02	1.080000000000000000e+02	2.650000000000000000e+02	1.400000000000000000e+01	5.799999999999999822e+00	1.303220000000000000e+05	4.599000000000000000e+04	1.700000000000000122e-01	2.049999999999999822e+00	1.000000000000000000e+00	0.000000000000000000e+00	6.422591480000000447e+06	1.024542963000000082e+07	2.622150000000000091e+03	8.635489999999999418e+04
6.569922000000000000e+06	1.000000000000000000e+00	1.199999999999999956e-01	1.007000000000000028e+01	7.000000000000000666e-02	2.870000000000000107e+00	1.689999999999999858e+01	5.700000000000000178e+00	0.000000000000000000e+00	3.699999999999999956e-01	2.000000000000000042e-02	1.199999999999999956e-01	2.259999999999999787e+00	5.660000000000000142e+00	2.266000000000000000e+03	2.313000000000000000e+03	4.397000000000000000e+03	0.000000000000000000e+00	7.080000000000000071e+00	6.917109000000000000e+06	6.083930000000000000e+05	3.900000000000000133e-01	6.339999999999999858e+00	1.000000000000000000e+00	5.000000000000000278e-02	1.267485674000000022e+07	1.807167439999999851e+07	2.485099999999999909e+02	6.987683999999999651e+04
2.315990000000000000e+05	1.000000000000000000e+00	2.000000000000000042e-02	1.199999999999999956e+00	5.799999999999999600e-01	1.040000000000000036e+00	1.969999999999999973e+00	5.709999999999999964e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.000000000000000666e-02	8.999999999999999667e-02	7.000000000000000666e-02	1.030000000000000027e+00	1.140000000000000000e+02	1.620000000000000000e+02	1.080000000000000000e+03	2.200000000000000000e+01	7.360000000000000320e+00	1.264470000000000000e+05	6.927900000000000000e+04	7.000000000000000666e-02	1.060000000000000053e+00	2.999999999999999889e-01	4.600000000000000200e-01	3.192106209999999963e+06	6.561887419999999925e+06	1.480980000000000018e+03	1.539797300000000105e+05
1.099677400000000000e+07	1.000000000000000000e+00	1.910999999999999943e+01	1.000000000000000056e-01	7.399999999999999911e-01	2.057000000000000028e+01	3.509999999999999787e+00	2.625000000000000000e+01	9.399999999999999467e-01	1.000000000000000021e-02	2.700000000000000178e-01	5.410000000000000142e+00	8.000000000000000444e-01	2.687000000000000099e+01	5.060000000000000000e+02	1.262000000000000000e+03	1.468700000000000000e+04	2.200000000000000000e+01	6.969999999999999751e+00	8.215485000000000000e+06	3.528340000000000000e+05	1.219999999999999973e+00	2.814999999999999858e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.454110736999999918e+07	2.468511555999999866e+07	2.933399999999999750e+02	3.073679000000000087e+04
2.792190000000000000e+05	1.000000000000000000e+00	1.799999999999999933e-01	1.300000000000000044e-01	1.659999999999999920e+00	3.250000000000000000e+00	1.266999999999999993e+01	2.642000000000000171e+01	4.000000000000000083e-02	2.000000000000000042e-02	3.200000000000000067e-01	6.199999999999999956e-01	1.909999999999999920e+00	1.035999999999999943e+01	1.527000000000000000e+03	3.034000000000000000e+03	6.937000000000000000e+03	1.400000000000000000e+01	6.349999999999999645e+00	5.024360000000000000e+05	2.170470000000000000e+05	3.800000000000000044e-01	1.101999999999999957e+01	8.800000000000000044e-01	3.300000000000000155e-01	1.144883661999999918e+07	2.363216598000000045e+07	1.095869999999999891e+03	9.795850000000000364e+03
5.870361000000000000e+06	1.000000000000000000e+00	1.810000000000000053e+00	1.799999999999999933e-01	9.499999999999999556e-01	2.990000000000000213e+00	1.000000000000000000e+00	1.527999999999999936e+01	4.000000000000000083e-02	0.000000000000000000e+00	2.999999999999999889e-02	3.900000000000000133e-01	1.100000000000000006e-01	3.200000000000000067e-01	1.720000000000000000e+02	3.900000000000000000e+01	1.427000000000000000e+03	1.500000000000000000e+01	4.360000000000000320e+00	2.647900000000000000e+04	8.690000000000000000e+03	8.000000000000000167e-02	6.099999999999999867e-01	1.000000000000000000e+00	0.000000000000000000e+00	4.061665669999999925e+06	5.987099410000000149e+06	1.608838999999999942e+04	2.655173200000000070e+05
4.214260000000000000e+05	1.000000000000000000e+00	2.399999999999999911e-01	1.400000000000000133e-01	2.149999999999999911e+00	1.050000000000000044e+00	5.719999999999999751e+00	2.426000000000000156e+01	1.000000000000000021e-02	5.000000000000000278e-02	1.499999999999999944e-01	1.400000000000000133e-01	5.089999999999999858e+00	8.000000000000000444e-01	5.600000000000000000e+01	6.230000000000000000e+02	2.886000000000000000e+03	7.000000000000000000e+00	5.110000000000000320e+00	4.083000000000000000e+04	1.495800000000000000e+04	2.000000000000000111e-01	5.370000000000000107e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.894918073999999836e+07	3.397426640999999642e+07	1.319662999999999920e+04	6.426613100000000559e+05
3.145267000000000000e+06	1.000000000000000000e+00	5.999999999999999778e-02	5.000000000000000278e-02	2.339999999999999858e+00	3.499999999999999778e-01	4.600000000000000200e-01	3.254999999999999716e+01	1.000000000000000021e-02	2.000000000000000042e-02	3.699999999999999956e-01	1.499999999999999944e-01	1.799999999999999933e-01	1.489999999999999991e+00	8.000000000000000000e+00	5.300000000000000000e+01	3.255000000000000000e+03	2.300000000000000000e+01	7.280000000000000249e+00	6.103500000000000000e+04	2.089700000000000000e+04	4.000000000000000222e-01	1.540000000000000036e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.408755299000000209e+07	3.890816945000000298e+07	3.416239999999999782e+03	4.348834000000000233e+05
1.121140000000000000e+05	1.000000000000000000e+00	1.739999999999999991e+00	5.300000000000000266e-01	6.199999999999999956e-01	1.979999999999999982e+00	3.189999999999999947e+00	3.310000000000000053e+00	1.040000000000000036e+00	1.900000000000000022e-01	8.999999999999999667e-02	2.129999999999999893e+00	3.589999999999999858e+00	4.240000000000000213e+00	5.900000000000000000e+01	4.170000000000000000e+02	3.360000000000000000e+02	9.000000000000000000e+00	6.179999999999999716e+00	7.541100000000000000e+04	1.904200000000000000e+04	1.320000000000000062e+00	7.980000000000000426e+00	4.699999999999999734e-01	5.000000000000000000e-01	2.828651399999999907e+06	5.622631019999999553e+06	2.571000000000000000e+03	5.384712000000000262e+04
1.215485000000000000e+06	1.000000000000000000e+00	2.899999999999999800e-01	5.799999999999999600e-01	1.510000000000000009e+00	1.083000000000000007e+01	1.840000000000000080e+00	2.689999999999999947e+00	1.400000000000000133e-01	5.300000000000000266e-01	1.139999999999999902e+00	4.440000000000000391e+00	2.720000000000000195e+00	2.979999999999999982e+00	3.261000000000000000e+03	4.400000000000000000e+02	9.260000000000000000e+02	0.000000000000000000e+00	7.570000000000000284e+00	1.562810000000000000e+06	3.585710000000000000e+05	1.810000000000000053e+00	6.490000000000000213e+00	1.000000000000000000e+00	1.000000000000000021e-02	6.551334620000000112e+06	1.184324464000000060e+07	3.841100000000000136e+02	9.334469999999999345e+03
1.725149000000000000e+06	1.000000000000000000e+00	1.810000000000000053e+00	1.100000000000000089e+00	7.600000000000000089e-01	5.080000000000000071e+00	3.479999999999999982e+00	8.609999999999999432e+00	1.139999999999999902e+00	9.200000000000000400e-01	5.899999999999999689e-01	3.520000000000000018e+00	4.269999999999999574e+00	1.489000000000000057e+01	7.220000000000000000e+02	1.330000000000000000e+02	1.041000000000000000e+03	1.100000000000000000e+01	4.709999999999999964e+00	1.277130000000000000e+05	1.989300000000000000e+04	2.649999999999999911e+00	1.932999999999999829e+01	1.000000000000000000e+00	0.000000000000000000e+00	4.718105969999999739e+06	9.693383210000000894e+06	6.673270000000000437e+03	7.858575000000000000e+04
3.774638000000000000e+06	1.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00	9.300000000000000488e-01	0.000000000000000000e+00	1.709999999999999964e+00	1.290000000000000036e+00	0.000000000000000000e+00	2.099999999999999922e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.700000000000000178e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00	2.300000000000000000e+01	3.029999999999999805e+00	4.400000000000000000e+01	1.500000000000000000e+01	2.099999999999999922e-01	7.700000000000000178e-01	5.999999999999999778e-01	4.899999999999999911e-01	1.110654669999999925e+06	2.081497919999999925e+06	3.687509299999999930e+05	1.076848459999999963e+06
2.796964000000000000e+06	1.000000000000000000e+00	1.620000000000000107e+00	5.699999999999999512e-01	7.800000000000000266e-01	8.050000000000000711e+00	1.315000000000000036e+01	2.796000000000000085e+01	5.000000000000000278e-02	1.000000000000000021e-02	2.000000000000000042e-02	5.100000000000000089e-01	3.099999999999999978e-01	2.099999999999999922e-01	8.140000000000000000e+02	1.341000000000000000e+03	2.808000000000000000e+03	1.500000000000000000e+01	7.059999999999999609e+00	3.198400000000000000e+04	1.044800000000000000e+04	7.000000000000000666e-02	8.000000000000000444e-01	1.000000000000000000e+00	0.000000000000000000e+00	3.541344160000000149e+06	5.479011940000000410e+06	2.026150000000000091e+03	7.667367999999999302e+04
5.466012000000000000e+06	1.000000000000000000e+00	2.299999999999999822e+00	1.400000000000000133e-01	1.799999999999999933e-01	2.790000000000000036e+00	1.270000000000000018e+00	9.100000000000000311e-01	1.199999999999999956e-01	2.000000000000000042e-02	2.000000000000000042e-02	1.159999999999999920e+00	7.700000000000000178e-01	2.500000000000000000e-01	1.080000000000000000e+02	7.600000000000000000e+01	5.100000000000000000e+01	1.100000000000000000e+01	6.700000000000000178e+00	3.185600000000000000e+04	1.136100000000000000e+04	1.700000000000000122e-01	1.850000000000000089e+00	1.000000000000000000e+00	0.000000000000000000e+00	4.135089330000000075e+06	8.319594500000000000e+06	1.387229999999999927e+04	9.762991899999999441e+05
8.574593000000000000e+06	1.000000000000000000e+00	1.590000000000000080e+00	1.600000000000000033e-01	6.300000000000000044e-01	3.609999999999999876e+00	1.840000000000000080e+00	1.449999999999999956e+00	1.700000000000000122e-01	4.000000000000000083e-02	1.499999999999999944e-01	1.959999999999999964e+00	1.429999999999999938e+00	8.599999999999999867e-01	1.420000000000000000e+02	1.420000000000000000e+02	1.010000000000000000e+02	1.700000000000000000e+01	7.000000000000000000e+00	4.513500000000000000e+04	1.655000000000000000e+04	3.699999999999999956e-01	3.160000000000000142e+00	1.000000000000000000e+00	0.000000000000000000e+00	4.197155830000000075e+06	6.770417990000000224e+06	6.784109999999999673e+03	2.205452000000000044e+04
7.328338000000000000e+06	1.000000000000000000e+00	3.240000000000000213e+00	9.000000000000000222e-01	5.209999999999999964e+00	1.171000000000000085e+01	3.217000000000000171e+01	4.146000000000000085e+01	6.099999999999999867e-01	4.699999999999999734e-01	2.430000000000000160e+00	8.259999999999999787e+00	8.810000000000000497e+00	4.603999999999999915e+01	4.384000000000000000e+03	1.955100000000000000e+04	2.441000000000000000e+04	1.200000000000000000e+01	6.269999999999999574e+00	5.228628000000000000e+06	3.883320000000000000e+05	3.520000000000000018e+00	4.846999999999999886e+01	9.899999999999999911e-01	8.999999999999999667e-02	7.651859589999999851e+06	1.334183039000000060e+07	3.262900000000000205e+02	2.122856999999999971e+04
1.568149600000000000e+07	1.000000000000000000e+00	4.099999999999999756e-01	7.910000000000000142e+00	6.570000000000000284e+00	3.709999999999999964e+00	8.765999999999999659e+01	2.230999999999999872e+01	0.000000000000000000e+00	4.000000000000000083e-02	2.200000000000000011e-01	0.000000000000000000e+00	5.999999999999999778e-01	1.800000000000000044e+00	8.200000000000000000e+01	2.080000000000000000e+03	3.090000000000000000e+02	1.600000000000000000e+01	2.850000000000000089e+00	1.067800000000000000e+04	6.900000000000000000e+02	2.600000000000000089e-01	1.989999999999999991e+00	9.300000000000000488e-01	2.500000000000000000e-01	1.647422699999999953e+06	4.974859509999999776e+06	1.055824700000000012e+05	3.309777199999999721e+05
7.903804000000000000e+06	1.000000000000000000e+00	5.610000000000000320e+00	1.010000000000000009e+00	7.719999999999999751e+00	3.950999999999999801e+01	9.460000000000000853e+00	3.835999999999999943e+01	4.150000000000000355e+00	4.299999999999999933e-01	3.229999999999999982e+00	4.546000000000000085e+01	6.269999999999999574e+00	3.479999999999999716e+01	2.297000000000000000e+03	1.070000000000000000e+03	4.134000000000000000e+03	2.200000000000000000e+01	7.240000000000000213e+00	6.277720000000000000e+05	3.242300000000000000e+04	7.799999999999999822e+00	6.252000000000000313e+01	1.000000000000000000e+00	0.000000000000000000e+00	3.442086220000000205e+06	6.706701379999999888e+06	3.971530000000000200e+03	2.101202999999999884e+04
9.021902000000000000e+06	1.000000000000000000e+00	1.400000000000000133e-01	3.200000000000000067e-01	2.919999999999999929e+00	7.139999999999999680e+00	1.544999999999999929e+01	9.800000000000000711e+00	2.999999999999999889e-02	5.999999999999999778e-02	7.399999999999999911e-01	7.839999999999999858e+00	2.149999999999999911e+00	4.919999999999999929e+00	2.727000000000000000e+03	5.785000000000000000e+03	1.344000000000000000e+03	0.000000000000000000e+00	7.049999999999999822e+00	5.014260000000000000e+05	1.211950000000000000e+05	8.299999999999999600e-01	9.750000000000000000e+00	1.000000000000000000e+00	1.000000000000000021e-02	5.231389629999999888e+06	1.275423508000000007e+07	1.070079999999999927e+03	5.580355000000000291e+04
2.048399900000000000e+07	1.000000000000000000e+00	1.000000000000000021e-02	2.879999999999999893e+00	5.639999999999999680e+00	1.700000000000000122e-01	1.123000000000000043e+01	1.259999999999999964e+01	0.000000000000000000e+00	3.400000000000000244e-01	1.799999999999999933e-01	5.999999999999999778e-02	4.150000000000000355e+00	2.299999999999999822e+00	1.500000000000000000e+01	4.120000000000000000e+02	4.970000000000000000e+02	1.900000000000000000e+01	7.009999999999999787e+00	2.535350000000000000e+05	2.781500000000000000e+04	5.200000000000000178e-01	5.120000000000000107e+00	1.000000000000000000e+00	1.000000000000000021e-02	1.150162602999999933e+07	1.840941378000000119e+07	2.310399999999999920e+02	9.590899999999999636e+03
